,Unnamed: 0,id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,blockedX,blockedY,isGoal_x,cardType_x,isGoal_y,cardType_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,shirtNo,name,position,isFirstEleven,pro,shortName
10,10,2748536829.0,9,0,22.0,425,64.26,68.0,0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '86.0'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.81'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.3'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '80.9'}]","[91, 212, 36, 38, 217]",True,416970.0,84.94500000000001,58.480000000000004,,,,,,,,,,,,,,,,,,,Denmark,17.0,Victor Kristiansen,DL,True,21.417553500413902,V. Kristiansen
11,11,2748536857.0,10,0,24.0,425,85.05,58.480000000000004,0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '95.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.96'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '85.5'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,439584.0,89.775,65.212,,,,,,,,,,,,10.0,6.0,10.0,7.0,0.04066992,0.03485072,-0.005819199999999997,Denmark,9.0,Rasmus Højlund,FW,True,-3.1477325976429746,R. Højlund
12,12,2748536865.0,11,0,28.0,425,98.385,64.19200000000001,0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '3.0'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.92'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '94.3'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '90.1'}]","[91, 120, 29, 36, 38, 217, 218]",True,424809.0,99.015,61.268,,,,,,,,,,,,,,,,,,,Denmark,7.0,Albert Grønbæk,FWL,True,0.0,A. Grønbæk
13,13,2748536849.0,6,0,28.0,338,9.975,4.0120000000000005,0,FirstHalf,BlockedPass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '11'}]","[91, 60]",True,362352.0,,,,,,,,,,,,,,,,,,,,,Spain,2.0,Pedro Porro,DR,True,0.0,P. Porro
14,14,2748536863.0,7,0,28.0,338,9.240000000000002,4.488,0,FirstHalf,CornerAwarded,Unsuccessful,"[{'type': {'value': 73, 'displayName': 'MissLeft'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '12'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",[122],False,362352.0,,,,,,,,,,,,,,,,,,,,,Spain,2.0,Pedro Porro,DR,True,0.0,P. Porro
15,15,2748536873.0,12,0,28.0,425,95.76,63.51200000000001,0,FirstHalf,CornerAwarded,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 73, 'displayName': 'MissLeft'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '7'}]",[122],False,424809.0,,,,,,,,,,,,,,,,,,,,,Denmark,7.0,Albert Grønbæk,FWL,True,0.0,A. Grønbæk
16,16,2748537291.0,14,1,18.0,425,104.265,67.66000000000001,1,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.47'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 6, 'displayName': 'CornerTaken'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '91.5'}, {'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '51.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '33.8'}]","[91, 124, 126, 31, 33, 34, 35, 38, 217, 218]",True,69344.0,96.075,34.884,,,,,,,,,,,,,,,,,,,Denmark,10.0,Christian Eriksen,FWR,True,0.0,C. Eriksen
17,17,2748537309.0,8,1,20.0,338,7.245000000000001,32.232,1,FirstHalf,Aerial,Successful,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '15'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[197, 200]",False,357839.0,,,,,,,,,,,,,,,,,,,,,Spain,5.0,Dani Vivian,DC,True,0.0,D. Vivian
18,18,2748537297.0,15,1,20.0,425,97.755,35.768,1,FirstHalf,Aerial,Unsuccessful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '8'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[198, 199]",False,231135.0,,,,,,,,,,,,,,,,,,,,,Denmark,2.0,Joachim Andersen,DC,True,0.0,J. Andersen
19,19,2748537325.0,9,1,21.0,338,4.620000000000001,30.668000000000003,1,FirstHalf,Clearance,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.35'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '20.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '0.0'}, {'type': {'value': 15, 'displayName': 'Head'}}]","[91, 94, 95, 57, 215]",True,357839.0,0.0,14.144000000000002,,,,,,,,,,,,,,,,,,,Spain,5.0,Dani Vivian,DC,True,0.0,D. Vivian
20,20,2748537331.0,10,1,23.0,338,2.1,19.312,1,FirstHalf,CornerAwarded,Unsuccessful,"[{'type': {'value': 73, 'displayName': 'MissLeft'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '16'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",[122],False,357839.0,,,,,,,,,,,,,,,,,,,,,Spain,5.0,Dani Vivian,DC,True,0.0,D. Vivian
21,21,2748537327.0,16,1,23.0,425,102.9,48.688,1,FirstHalf,CornerAwarded,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '10'}, {'type': {'value': 73, 'displayName': 'MissLeft'}}]",[122],False,69344.0,,,,,,,,,,,,,,,,,,,,,Denmark,10.0,Christian Eriksen,FWR,True,0.0,C. Eriksen
22,22,2748537515.0,17,1,39.0,425,104.47500000000001,67.66000000000001,1,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 6, 'displayName': 'CornerTaken'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '52.4'}, {'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.50'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '32.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '92.8'}, {'type': {'value': 155, 'displayName': 'Chipped'}}]","[91, 124, 126, 31, 33, 34, 35, 38, 217, 218]",True,69344.0,97.44,35.632000000000005,,,,,,,,,,,,,,,,,,,Denmark,10.0,Christian Eriksen,FWR,True,0.0,C. Eriksen
23,23,2748537531.0,11,1,42.0,338,6.510000000000001,36.448,1,FirstHalf,Clearance,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.07'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '12.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '71.0'}]","[91, 94, 95, 215]",True,276366.0,12.915000000000001,48.28,,,,,,,,,,,,,,,,,,,Spain,1.0,David Raya,GK,True,0.0,D. Raya
24,24,2748537535.0,12,1,43.0,338,12.285,49.980000000000004,1,FirstHalf,BallRecovery,Successful,[],[93],False,362352.0,,,,,,,,,,,,,,,,,,,,,Spain,2.0,Pedro Porro,DR,True,0.0,P. Porro
25,25,2748537567.0,13,1,44.0,338,12.39,59.636,1,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '28.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.23'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '93.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 37, 215, 218]",True,362352.0,30.03,63.784000000000006,,,,,,,,,,,,1.0,7.0,3.0,7.0,0.00779616,0.00977659,0.00198043,Spain,2.0,Pedro Porro,DR,True,0.0,P. Porro
26,26,2748537593.0,14,1,47.0,338,36.330000000000005,64.19200000000001,1,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '86.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.05'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '55.8'}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,135366.0,58.589999999999996,58.956,,,,,,,,,,,,4.0,7.0,6.0,6.0,0.01126267,0.01611813,0.004855460000000001,Spain,9.0,Ayoze Pérez,FW,True,0.0,A. Pérez
27,27,2748537599.0,15,1,51.0,338,58.589999999999996,58.956,1,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '54.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.27'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '68.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '25.7'}]","[91, 120, 29, 36, 38, 217, 218]",True,238916.0,72.24,37.196000000000005,,,,,,,,,,,,,,,,,,,Spain,6.0,Mikel Merino,DMC,True,0.0,M. Merino
28,28,2748537625.0,18,1,52.0,425,29.715000000000003,33.660000000000004,1,FirstHalf,Interception,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 101, 56]",True,101859.0,,,,,,,,,,,,,,,,,,,,,Denmark,23.0,Pierre-Emile Højbjerg,MC,True,0.0,P. Højbjerg
29,29,2748537629.0,19,1,54.0,425,38.43,32.776,1,FirstHalf,BallRecovery,Successful,[],[93],False,87182.0,,,,,,,,,,,,,,,,,,,,,Denmark,3.0,Jannik Vestergaard,DC,True,0.0,J. Vestergaard
30,30,2748537669.0,20,1,55.0,425,36.855000000000004,35.7,1,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.71'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.9'}]","[91, 117, 30, 35, 37, 215, 218]",True,87182.0,34.964999999999996,49.57200000000001,,,,,,,,,,,,4.0,4.0,3.0,5.0,0.01262646,0.01110462,-0.00152184,Denmark,3.0,Jannik Vestergaard,DC,True,0.0,J. Vestergaard
31,31,2748537675.0,21,1,58.0,425,34.02,51.61200000000001,1,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.55'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '70.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.4'}]","[91, 117, 30, 36, 38, 216, 218]",True,69344.0,38.010000000000005,48.008,,,,,,,,,,,,3.0,6.0,4.0,5.0,0.0105949,0.01269174,0.002096839999999999,Denmark,10.0,Christian Eriksen,FWR,True,0.0,C. Eriksen
32,32,2748537723.0,22,1,59.0,425,39.9,50.048,1,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.04'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '47.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '98.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 37, 216, 218]",True,101856.0,49.875,67.048,,,,,,,,,,,,4.0,5.0,5.0,7.0,0.01269174,0.01248344,-0.0002082999999999998,Denmark,15.0,Christian Nørgaard,MC,True,0.0,C. Nørgaard
33,33,2748537763.0,23,2,4.0,425,44.31,55.35200000000001,2,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '49.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.31'}]","[91, 117, 30, 35, 38, 215, 218]",True,424809.0,34.964999999999996,33.388000000000005,,,,,,,,,,,,5.0,6.0,3.0,3.0,0.0138454,0.01132376,-0.0025216400000000003,Denmark,7.0,Albert Grønbæk,FWL,True,-5.701183471767308,A. Grønbæk
34,34,2748537773.0,24,2,8.0,425,32.025,25.840000000000003,2,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '48.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.57'}]","[91, 117, 30, 37, 215, 218]",True,87182.0,32.025,32.912,,,,,,,,,,,,3.0,3.0,3.0,3.0,0.01132376,0.01132376,0.0,Denmark,3.0,Jannik Vestergaard,DC,True,0.0,J. Vestergaard
35,35,2748537803.0,25,2,9.0,425,32.34,32.912,2,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '35.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.63'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '43.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.9'}]","[91, 117, 30, 36, 38, 216, 218]",True,101859.0,37.065,29.308000000000003,,,,,,,,,,,,3.0,3.0,4.0,3.0,0.01132376,0.01262646,0.0013027000000000004,Denmark,23.0,Pierre-Emile Højbjerg,MC,True,0.0,P. Højbjerg
36,36,2748537807.0,26,2,11.0,425,36.435,24.548000000000002,2,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '27.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.19'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '17.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.3'}, {'type': {'value': 156, 'displayName': 'LayOff'}}]","[91, 117, 30, 35, 38, 215, 218]",True,101856.0,29.294999999999998,12.172,,,,,,,,,,,,4.0,2.0,3.0,1.0,0.01269174,0.0105949,-0.002096839999999999,Denmark,15.0,Christian Nørgaard,MC,True,0.0,C. Nørgaard
37,37,2748537831.0,27,2,14.0,425,29.19,14.620000000000001,2,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.27'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '1.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.4'}]","[91, 117, 30, 36, 38, 216, 218]",True,231135.0,37.905,0.7480000000000001,,,,,,,,,,,,3.0,1.0,4.0,0.0,0.0105949,0.01126267,0.0006677699999999998,Denmark,2.0,Joachim Andersen,DC,True,0.0,J. Andersen
38,38,2748537867.0,28,2,15.0,425,38.115,0.68,2,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '32.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '26.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.81'}]","[91, 117, 30, 35, 37, 215, 218]",True,401520.0,34.02,17.748,,,,,,,,,,,,4.0,0.0,3.0,2.0,0.01126267,0.01110462,-0.00015804999999999986,Denmark,18.0,Alexander Bah,DR,True,0.0,A. Bah
39,39,2748537885.0,29,2,18.0,425,36.330000000000005,18.224,2,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.01'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '42.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '23.3'}]","[91, 117, 30, 36, 38, 216, 218]",True,403647.0,44.94,15.844000000000001,,,,,,,,,,,,4.0,2.0,5.0,1.0,0.01269174,0.0138454,0.0011536600000000008,Denmark,21.0,Morten Hjulmand,MC,True,0.0,M. Hjulmand
40,40,2748537933.0,30,2,21.0,425,47.25,10.336,2,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '27.0'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.19'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '84.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '42.7'}]","[91, 120, 128, 36, 37, 217, 218]",True,101859.0,89.14500000000001,18.360000000000003,,,,,,,,,,,,,,,,,,,Denmark,23.0,Pierre-Emile Højbjerg,MC,True,0.0,P. Højbjerg
41,41,2748537919.0,17,2,22.0,338,13.545000000000002,47.940000000000005,2,FirstHalf,KeeperPickup,Successful,[],[93],False,276366.0,,,,,,,,,,,,,,,,,,,,,Spain,1.0,David Raya,GK,True,0.0,D. Raya
42,42,2748538013.0,18,2,26.0,338,14.595,41.61600000000001,2,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.28'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '43.9'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '6.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.4'}, {'type': {'value': 123, 'displayName': 'KeeperThrow'}}]","[91, 36, 38, 216, 218]",True,276366.0,38.22,4.6240000000000006,,,,,,,,,,,,1.0,4.0,4.0,0.0,0.01082722,0.01126267,0.0004354500000000004,Spain,1.0,David Raya,GK,True,0.0,D. Raya
43,43,2748538079.0,19,2,32.0,338,41.160000000000004,2.8560000000000003,2,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.16'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '55.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '8.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,362352.0,58.38,5.712000000000001,,,,,,,,,,,,4.0,0.0,6.0,0.0,0.01126267,0.01473596,0.0034732899999999987,Spain,2.0,Pedro Porro,DR,True,0.0,P. Porro
44,44,2748538081.0,20,2,34.0,338,51.24,9.452000000000002,2,FirstHalf,Dispossessed,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '31'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 70]",True,298839.0,,,,,,,,,,,,,,,,,,,,,Spain,21.0,Mikel Oyarzabal,AMR,True,0.0,M. Oyarzabal
